sess_date,year,touched_at,pnl,exit,exit_time,bars_held,hold_min,cum_pnl
2020-05-25,2020,2020-05-25 06:50:00-04:00,-0.0,BE,2020-05-25 08:42:00-04:00,112,112.0,3290.5855276393404
2020-05-26,2020,2020-05-25 23:54:00-04:00,-26.6875,SL,2020-05-26 02:24:00-04:00,150,150.0,3263.8980276393404
2020-05-27,2020,2020-05-27 10:46:00-04:00,0.0,BE,2020-05-27 11:38:00-04:00,52,52.0,3263.8980276393404
2020-05-27,2020,2020-05-27 10:49:00-04:00,435.3789236304874,TP,2020-05-27 12:02:00-04:00,73,73.0,3699.276951269828
2020-06-02,2020,2020-06-02 02:29:00-04:00,-0.0,BE,2020-06-02 03:28:00-04:00,59,59.0,3699.276951269828
2020-06-02,2020,2020-06-02 03:31:00-04:00,-0.0,BE,2020-06-02 04:17:00-04:00,46,46.0,3699.276951269828
2020-06-02,2020,2020-06-02 04:18:00-04:00,450.9103768810455,TP,2020-06-02 11:03:00-04:00,405,405.0,4150.187328150873
2020-06-03,2020,2020-06-02 20:45:00-04:00,-0.0,BE,2020-06-02 21:45:00-04:00,60,60.0,4150.187328150873
2020-06-03,2020,2020-06-03 10:01:00-04:00,-0.0,BE,2020-06-03 14:52:00-04:00,291,291.0,4150.187328150873
2020-06-04,2020,2020-06-04 09:50:00-04:00,101.62040825344957,TP,2020-06-04 12:57:00-04:00,187,187.0,4251.807736404323
2020-06-09,2020,2020-06-09 10:45:00-04:00,-153.5995186693035,cutoff,2020-06-09 15:00:00-04:00,255,255.0,4098.208217735019
2020-06-10,2020,2020-06-09 21:32:00-04:00,-119.0,SL,2020-06-10 08:05:00-04:00,633,633.0,3979.2082177350194
2020-06-11,2020,2020-06-11 08:22:00-04:00,0.0,BE,2020-06-11 09:38:00-04:00,76,76.0,3979.2082177350194
2020-06-15,2020,2020-06-15 01:36:00-04:00,-301.0,SL,2020-06-15 02:05:00-04:00,29,29.0,3678.2082177350194
2020-06-16,2020,2020-06-16 08:57:00-04:00,-0.0,BE,2020-06-16 10:18:00-04:00,81,81.0,3678.2082177350194
2020-06-19,2020,2020-06-19 08:36:00-04:00,-0.0,BE,2020-06-19 09:24:00-04:00,48,48.0,3678.2082177350194
2020-06-19,2020,2020-06-19 09:28:00-04:00,496.47741838448565,TP,2020-06-19 12:14:00-04:00,166,166.0,4174.685636119505
2020-06-23,2020,2020-06-23 03:15:00-04:00,-397.25,SL,2020-06-23 12:00:00-04:00,525,525.0,3777.435636119505
2020-06-29,2020,2020-06-29 09:41:00-04:00,405.17667005895055,TP,2020-06-29 10:32:00-04:00,51,51.0,4182.612306178456
2020-06-30,2020,2020-06-30 01:21:00-04:00,46.56294832396088,TP,2020-06-30 01:40:00-04:00,19,19.0,4229.1752545024165
2020-07-01,2020,2020-07-01 09:33:00-04:00,-294.32332994104945,cutoff,2020-07-01 15:00:00-04:00,327,327.0,3934.851924561367
2020-07-02,2020,2020-07-02 04:27:00-04:00,-0.0,BE,2020-07-02 07:42:00-04:00,195,195.0,3934.851924561367
2020-07-02,2020,2020-07-02 08:30:00-04:00,-192.5,SL,2020-07-02 09:32:00-04:00,62,62.0,3742.351924561367
2020-07-06,2020,2020-07-05 21:46:00-04:00,-76.5625,SL,2020-07-06 10:00:00-04:00,734,734.0,3665.789424561367
2020-07-07,2020,2020-07-06 19:33:00-04:00,-0.0,BE,2020-07-06 20:11:00-04:00,38,38.0,3665.789424561367
2020-07-13,2020,2020-07-13 07:06:00-04:00,-47.03125,SL,2020-07-13 09:38:00-04:00,152,152.0,3618.758174561367
2020-07-14,2020,2020-07-14 08:51:00-04:00,-225.5859375,SL,2020-07-14 10:13:00-04:00,82,82.0,3393.172237061367
2020-07-16,2020,2020-07-16 05:11:00-04:00,0.0,BE,2020-07-16 05:46:00-04:00,35,35.0,3393.172237061367
2020-07-20,2020,2020-07-20 10:27:00-04:00,-0.0,BE,2020-07-20 11:11:00-04:00,44,44.0,3393.172237061367
2020-07-24,2020,2020-07-24 02:57:00-04:00,57.97750758440998,TP,2020-07-24 06:27:00-04:00,210,210.0,3451.149744645777
2020-07-24,2020,2020-07-24 03:14:00-04:00,113.72460499810586,TP,2020-07-24 07:05:00-04:00,231,231.0,3564.874349643883
2020-07-24,2020,2020-07-24 09:37:00-04:00,58.959324441123044,TP,2020-07-24 10:01:00-04:00,24,24.0,3623.833674085006
2020-07-24,2020,2020-07-24 09:38:00-04:00,68.7810470422528,TP,2020-07-24 09:59:00-04:00,21,21.0,3692.6147211272587
2020-08-03,2020,2020-08-03 09:33:00-04:00,-43.203125,SL,2020-08-03 10:02:00-04:00,29,29.0,3649.4115961272587
2020-08-05,2020,2020-08-05 02:05:00-04:00,-46.484375,SL,2020-08-05 05:46:00-04:00,221,221.0,3602.9272211272587
2020-08-13,2020,2020-08-13 09:31:00-04:00,50.48666324312762,cutoff,2020-08-13 15:00:00-04:00,329,329.0,3653.4138843703863
2020-08-13,2020,2020-08-13 09:40:00-04:00,-0.0,BE,2020-08-13 10:29:00-04:00,49,49.0,3653.4138843703863
2020-08-18,2020,2020-08-17 19:31:00-04:00,-0.0,BE,2020-08-17 20:03:00-04:00,32,32.0,3653.4138843703863
2020-08-18,2020,2020-08-18 09:35:00-04:00,75.53553424078018,TP,2020-08-18 10:10:00-04:00,35,35.0,3728.9494186111665
2020-08-18,2020,2020-08-18 09:38:00-04:00,64.5483465653906,TP,2020-08-18 10:08:00-04:00,30,30.0,3793.497765176557
2020-08-18,2020,2020-08-18 09:38:00-04:00,91.53287122657957,TP,2020-08-18 10:09:00-04:00,31,31.0,3885.0306364031367
2020-08-21,2020,2020-08-20 20:00:00-04:00,43.8245343536164,TP,2020-08-21 03:16:00-04:00,436,436.0,3928.855170756753
2020-08-21,2020,2020-08-20 21:00:00-04:00,24.947100351841073,TP,2020-08-20 21:37:00-04:00,37,37.0,3953.802271108594
2020-08-21,2020,2020-08-21 10:55:00-04:00,-0.0,BE,2020-08-21 14:35:00-04:00,220,220.0,3953.802271108594
2020-08-24,2020,2020-08-24 04:00:00-04:00,71.47853294884271,TP,2020-08-24 10:05:00-04:00,365,365.0,4025.280804057437
2020-08-26,2020,2020-08-26 06:54:00-04:00,30.382955083516208,TP,2020-08-26 08:17:00-04:00,83,83.0,4055.663759140953
2020-09-01,2020,2020-09-01 02:16:00-04:00,-41.015625,SL,2020-09-01 03:22:00-04:00,66,66.0,4014.648134140953
2020-09-02,2020,2020-09-02 05:56:00-04:00,82.57744552052145,TP,2020-09-02 09:31:00-04:00,215,215.0,4097.2255796614745
2020-09-03,2020,2020-09-03 10:19:00-04:00,-375.0,SL,2020-09-03 11:19:00-04:00,60,60.0,3722.2255796614745
2020-09-04,2020,2020-09-03 19:06:00-04:00,166.87574211990614,TP,2020-09-04 04:35:00-04:00,569,569.0,3889.1013217813806
2020-09-04,2020,2020-09-04 10:15:00-04:00,-375.0,SL,2020-09-04 10:43:00-04:00,28,28.0,3514.1013217813806
2020-09-08,2020,2020-09-08 06:25:00-04:00,0.0,BE,2020-09-08 07:23:00-04:00,58,58.0,3514.1013217813806
2020-09-08,2020,2020-09-08 09:41:00-04:00,200.55887543980134,TP,2020-09-08 09:57:00-04:00,16,16.0,3714.660197221182
2020-09-16,2020,2020-09-16 04:08:00-04:00,49.68855225680272,TP,2020-09-16 07:24:00-04:00,196,196.0,3764.3487494779847
2020-09-16,2020,2020-09-16 04:08:00-04:00,51.63840981030717,TP,2020-09-16 07:23:00-04:00,195,195.0,3815.987159288292
2020-09-17,2020,2020-09-17 08:30:00-04:00,144.13840981030717,TP,2020-09-17 10:12:00-04:00,102,102.0,3960.125569098599
2020-09-17,2020,2020-09-17 09:10:00-04:00,99.12584180544218,TP,2020-09-17 09:38:00-04:00,28,28.0,4059.251410904041
2020-09-21,2020,2020-09-21 04:48:00-04:00,0.0,BE,2020-09-21 05:45:00-04:00,57,57.0,4059.251410904041
2020-09-28,2020,2020-09-28 04:10:00-04:00,-94.3359375,SL,2020-09-28 06:17:00-04:00,127,127.0,3964.915473404041
2020-09-30,2020,2020-09-30 02:10:00-04:00,153.8482035842162,TP,2020-09-30 06:44:00-04:00,274,274.0,4118.763676988257
2020-10-01,2020,2020-10-01 05:41:00-04:00,-66.1406586314115,cutoff,2020-10-01 15:00:00-04:00,559,559.0,4052.623018356846
2020-10-02,2020,2020-10-02 01:30:00-04:00,0.0,BE,2020-10-02 05:32:00-04:00,242,242.0,4052.623018356846
2020-10-08,2020,2020-10-08 02:42:00-04:00,-0.0,BE,2020-10-08 03:16:00-04:00,34,34.0,4052.623018356846
2020-10-09,2020,2020-10-08 23:08:00-04:00,29.690800922476228,TP,2020-10-09 02:10:00-04:00,182,182.0,4082.313819279322
2020-10-09,2020,2020-10-09 08:56:00-04:00,-0.0,BE,2020-10-09 09:35:00-04:00,39,39.0,4082.313819279322
2020-10-09,2020,2020-10-09 09:35:00-04:00,-69.70271415998468,cutoff,2020-10-09 15:00:00-04:00,325,325.0,4012.6111051193375
2020-10-12,2020,2020-10-11 19:46:00-04:00,-0.0,BE,2020-10-11 21:32:00-04:00,106,106.0,4012.6111051193375
2020-10-12,2020,2020-10-11 21:52:00-04:00,-0.0,BE,2020-10-11 22:28:00-04:00,36,36.0,4012.6111051193375
2020-10-12,2020,2020-10-12 03:58:00-04:00,-44.43359375,SL,2020-10-12 04:22:00-04:00,24,24.0,3968.1775113693375
2020-10-15,2020,2020-10-14 22:50:00-04:00,-43.47014769813768,cutoff,2020-10-15 15:00:00-04:00,970,970.0,3924.7073636712
2020-10-22,2020,2020-10-22 10:32:00-04:00,0.0,BE,2020-10-22 11:07:00-04:00,35,35.0,3924.7073636712
2020-10-28,2020,2020-10-28 09:40:00-04:00,-186.62109375,SL,2020-10-28 13:02:00-04:00,202,202.0,3738.0862699212
2020-10-30,2020,2020-10-30 01:45:00-04:00,48.92858352022813,TP,2020-10-30 04:08:00-04:00,143,143.0,3787.014853441428
2020-10-30,2020,2020-10-30 02:10:00-04:00,235.43809899314283,TP,2020-10-30 06:56:00-04:00,286,286.0,4022.4529524345708
2020-11-04,2020,2020-11-03 20:52:00-05:00,-0.0,BE,2020-11-03 21:36:00-05:00,44,44.0,4022.4529524345708
2020-11-04,2020,2020-11-03 22:00:00-05:00,-375.0,SL,2020-11-04 10:22:00-05:00,741,742.0,3647.4529524345708
2020-11-05,2020,2020-11-04 22:27:00-05:00,-143.828125,SL,2020-11-05 03:11:00-05:00,284,284.0,3503.6248274345708
2020-11-09,2020,2020-11-08 19:40:00-05:00,249.54647715093188,TP,2020-11-09 07:35:00-05:00,715,715.0,3753.1713045855026
2020-11-09,2020,2020-11-08 19:58:00-05:00,214.3802160988089,TP,2020-11-09 07:35:00-05:00,697,697.0,3967.5515206843115
2020-11-09,2020,2020-11-08 20:09:00-05:00,-0.0,BE,2020-11-08 21:06:00-05:00,57,57.0,3967.5515206843115
2020-11-09,2020,2020-11-08 22:53:00-05:00,58.56110230186232,TP,2020-11-09 01:38:00-05:00,165,165.0,4026.112622986174
2020-11-10,2020,2020-11-09 19:24:00-05:00,88.28777012351111,TP,2020-11-09 20:33:00-05:00,69,69.0,4114.400393109685
2020-11-10,2020,2020-11-09 22:38:00-05:00,-137.01602284906812,cutoff,2020-11-10 15:00:00-05:00,982,982.0,3977.384370260617
2020-11-12,2020,2020-11-12 04:58:00-05:00,-0.0,BE,2020-11-12 05:30:00-05:00,32,32.0,3977.384370260617
2020-11-19,2020,2020-11-18 22:11:00-05:00,30.450164013004724,TP,2020-11-19 00:05:00-05:00,114,114.0,4007.8345342736216
2020-11-25,2020,2020-11-24 19:10:00-05:00,60.70383701672881,TP,2020-11-25 04:29:00-05:00,559,559.0,4068.5383712903504
2020-11-25,2020,2020-11-24 19:16:00-05:00,-0.0,BE,2020-11-24 20:16:00-05:00,60,60.0,4068.5383712903504
2020-11-26,2020,2020-11-25 20:33:00-05:00,39.98141401300472,TP,2020-11-26 12:23:00-05:00,950,950.0,4108.519785303355
2020-11-27,2020,2020-11-27 10:17:00-05:00,-2.8101834961944405,cutoff,2020-11-27 13:14:00-05:00,177,177.0,4105.709601807161
2020-12-01,2020,2020-12-01 10:02:00-05:00,-0.0,BE,2020-12-01 11:05:00-05:00,63,63.0,4105.709601807161
2020-12-07,2020,2020-12-07 09:58:00-05:00,31.83028147229834,TP,2020-12-07 13:06:00-05:00,188,188.0,4137.539883279459
2020-12-10,2020,2020-12-10 01:44:00-05:00,39.9406983395329,TP,2020-12-10 03:14:00-05:00,90,90.0,4177.480581618992
2020-12-14,2020,2020-12-14 09:57:00-05:00,-1.8684300613085725,cutoff,2020-12-14 15:00:00-05:00,303,303.0,4175.612151557683
2020-12-15,2020,2020-12-15 09:30:00-05:00,-0.0,BE,2020-12-15 10:01:00-05:00,31,31.0,4175.612151557683
2020-12-17,2020,2020-12-17 02:21:00-05:00,-16.40625,SL,2020-12-17 02:43:00-05:00,22,22.0,4159.205901557683
2020-12-18,2020,2020-12-18 04:09:00-05:00,-0.0,BE,2020-12-18 08:32:00-05:00,263,263.0,4159.205901557683
2020-12-18,2020,2020-12-18 09:18:00-05:00,56.6506847650021,TP,2020-12-18 09:44:00-05:00,26,26.0,4215.856586322685
2020-12-21,2020,2020-12-21 05:07:00-05:00,113.28776165243471,TP,2020-12-21 13:32:00-05:00,505,505.0,4329.14434797512
2020-12-21,2020,2020-12-21 05:23:00-05:00,145.62498057176072,TP,2020-12-21 13:13:00-05:00,470,470.0,4474.76932854688
2020-12-28,2020,2020-12-28 08:45:00-05:00,38.49835590666089,TP,2020-12-28 09:51:00-05:00,66,66.0,4513.267684453542
2020-12-29,2020,2020-12-29 00:37:00-05:00,-0.0,BE,2020-12-29 01:10:00-05:00,33,33.0,4513.267684453542
2020-12-29,2020,2020-12-29 09:30:00-05:00,29.265952065543388,TP,2020-12-29 09:32:00-05:00,2,2.0,4542.533636519085
2020-12-29,2020,2020-12-29 09:30:00-05:00,28.555325397242086,TP,2020-12-29 09:32:00-05:00,2,2.0,4571.088961916327
2021-01-04,2021,2021-01-04 04:16:00-05:00,86.62497668611286,TP,2021-01-04 09:34:00-05:00,318,318.0,4657.71393860244
2021-01-06,2021,2021-01-06 03:21:00-05:00,0.0,BE,2021-01-06 06:05:00-05:00,164,164.0,4657.71393860244
2021-01-06,2021,2021-01-06 03:22:00-05:00,0.0,BE,2021-01-06 06:17:00-05:00,175,175.0,4657.71393860244
2021-01-07,2021,2021-01-07 10:04:00-05:00,-85.17616192337027,cutoff,2021-01-07 15:00:00-05:00,296,296.0,4572.53777667907
2021-01-08,2021,2021-01-07 20:31:00-05:00,-54.140625,SL,2021-01-08 09:30:00-05:00,779,779.0,4518.39715167907
2021-01-15,2021,2021-01-15 10:07:00-05:00,-3.742660451163829,cutoff,2021-01-15 15:00:00-05:00,293,293.0,4514.654491227906
2021-01-20,2021,2021-01-20 03:43:00-05:00,-0.0,BE,2021-01-20 04:57:00-05:00,74,74.0,4514.654491227906
2021-01-20,2021,2021-01-20 03:44:00-05:00,45.960396727358784,TP,2021-01-20 04:15:00-05:00,31,31.0,4560.614887955265
2021-01-20,2021,2021-01-20 08:00:00-05:00,-91.0546875,SL,2021-01-20 09:36:00-05:00,96,96.0,4469.560200455265
2021-01-21,2021,2021-01-20 20:05:00-05:00,-0.0,BE,2021-01-20 21:51:00-05:00,106,106.0,4469.560200455265
2021-01-25,2021,2021-01-25 09:34:00-05:00,106.99440442172818,TP,2021-01-25 10:49:00-05:00,75,75.0,4576.554604876993
2021-01-25,2021,2021-01-25 09:34:00-05:00,77.69248318967584,TP,2021-01-25 10:50:00-05:00,76,76.0,4654.247088066669
2021-01-27,2021,2021-01-27 09:32:00-05:00,-150.9375,SL,2021-01-27 09:50:00-05:00,18,18.0,4503.309588066669
2021-02-02,2021,2021-02-01 20:23:00-05:00,-68.359375,SL,2021-02-02 09:37:00-05:00,794,794.0,4434.950213066669
2021-02-05,2021,2021-02-05 00:32:00-05:00,51.559686443888495,TP,2021-02-05 04:02:00-05:00,210,210.0,4486.509899510557
2021-02-08,2021,2021-02-07 20:23:00-05:00,-0.0,BE,2021-02-07 21:18:00-05:00,55,55.0,4486.509899510557
2021-02-08,2021,2021-02-08 10:08:00-05:00,119.69355371308029,TP,2021-02-08 11:32:00-05:00,84,84.0,4606.203453223638
2021-02-10,2021,2021-02-10 02:35:00-05:00,-0.0,BE,2021-02-10 03:53:00-05:00,78,78.0,4606.203453223638
2021-02-10,2021,2021-02-10 02:35:00-05:00,-0.0,BE,2021-02-10 03:57:00-05:00,82,82.0,4606.203453223638
2021-02-15,2021,2021-02-14 19:20:00-05:00,-28.64656634680432,cutoff,2021-02-15 12:59:00-05:00,1058,1059.0,4577.556886876833
2021-02-16,2021,2021-02-15 20:21:00-05:00,81.23561613583479,TP,2021-02-16 09:03:00-05:00,762,762.0,4658.792503012668
2021-02-17,2021,2021-02-16 19:04:00-05:00,-133.7109375,SL,2021-02-17 09:33:00-05:00,869,869.0,4525.081565512668
2021-02-18,2021,2021-02-18 09:04:00-05:00,0.0,BE,2021-02-18 10:05:00-05:00,61,61.0,4525.081565512668
2021-02-18,2021,2021-02-18 10:07:00-05:00,0.0,BE,2021-02-18 12:04:00-05:00,117,117.0,4525.081565512668
2021-02-18,2021,2021-02-18 10:18:00-05:00,0.0,BE,2021-02-18 12:06:00-05:00,108,108.0,4525.081565512668
2021-02-18,2021,2021-02-18 10:23:00-05:00,117.15228910213045,TP,2021-02-18 13:23:00-05:00,180,180.0,4642.2338546147985
2021-02-22,2021,2021-02-22 02:06:00-05:00,-105.0,SL,2021-02-22 02:47:00-05:00,41,41.0,4537.2338546147985
2021-02-23,2021,2021-02-23 04:03:00-05:00,-345.3515625,SL,2021-02-23 05:37:00-05:00,94,94.0,4191.8822921147985
2021-02-24,2021,2021-02-24 07:56:00-05:00,185.8588751454172,TP,2021-02-24 08:47:00-05:00,51,51.0,4377.741167260216
2021-03-03,2021,2021-03-03 08:34:00-05:00,-167.34375,SL,2021-03-03 09:58:00-05:00,84,84.0,4210.397417260216
2021-03-04,2021,2021-03-03 22:58:00-05:00,244.54338085180098,TP,2021-03-04 03:06:00-05:00,248,248.0,4454.940798112017
2021-03-05,2021,2021-03-04 20:14:00-05:00,208.87922490259916,TP,2021-03-04 23:22:00-05:00,188,188.0,4663.820023014616
2021-03-10,2021,2021-03-10 08:35:00-05:00,-127.96875,SL,2021-03-10 09:17:00-05:00,42,42.0,4535.851273014616
2021-03-11,2021,2021-03-11 04:19:00-05:00,-0.0,BE,2021-03-11 05:50:00-05:00,91,91.0,4535.851273014616
2021-03-16,2021,2021-03-15 21:16:00-04:00,-93.515625,SL,2021-03-16 02:55:00-04:00,339,339.0,4442.335648014616
2021-03-17,2021,2021-03-17 09:39:00-04:00,121.39206373259731,TP,2021-03-17 09:50:00-04:00,11,11.0,4563.727711747213
2021-03-19,2021,2021-03-19 02:01:00-04:00,119.58894195614266,TP,2021-03-19 02:52:00-04:00,51,51.0,4683.316653703356
2021-03-19,2021,2021-03-19 02:01:00-04:00,92.49162647098274,TP,2021-03-19 02:51:00-04:00,50,50.0,4775.8082801743385
2021-03-22,2021,2021-03-22 10:00:00-04:00,-120.53234688075827,cutoff,2021-03-22 15:00:00-04:00,300,300.0,4655.27593329358
2021-03-24,2021,2021-03-24 10:17:00-04:00,0.0,BE,2021-03-24 13:01:00-04:00,164,164.0,4655.27593329358
2021-03-25,2021,2021-03-25 07:53:00-04:00,66.81613650322197,TP,2021-03-25 09:38:00-04:00,105,105.0,4722.092069796802
2021-03-25,2021,2021-03-25 10:55:00-04:00,0.0,BE,2021-03-25 11:48:00-04:00,53,53.0,4722.092069796802
2021-03-31,2021,2021-03-31 10:00:00-04:00,-102.68335714272507,cutoff,2021-03-31 15:00:00-04:00,300,300.0,4619.408712654077
2021-04-01,2021,2021-04-01 03:24:00-04:00,-141.09375,SL,2021-04-01 09:33:00-04:00,369,369.0,4478.314962654077
2021-04-05,2021,2021-04-05 08:40:00-04:00,-76.2890625,SL,2021-04-05 09:47:00-04:00,67,67.0,4402.025900154077
2021-04-08,2021,2021-04-08 06:27:00-04:00,-0.0,BE,2021-04-08 09:33:00-04:00,186,186.0,4402.025900154077
2021-04-08,2021,2021-04-08 09:57:00-04:00,90.84311988212357,TP,2021-04-08 10:13:00-04:00,16,16.0,4492.869020036201
2021-04-13,2021,2021-04-13 08:39:00-04:00,-73.828125,SL,2021-04-13 09:55:00-04:00,76,76.0,4419.040895036201
2021-04-21,2021,2021-04-20 22:01:00-04:00,61.5395616064834,TP,2021-04-21 02:06:00-04:00,245,245.0,4480.580456642684
2021-04-27,2021,2021-04-27 01:51:00-04:00,19.352061606483403,TP,2021-04-27 02:04:00-04:00,13,13.0,4499.9325182491675
2021-04-29,2021,2021-04-29 08:44:00-04:00,-0.0,BE,2021-04-29 09:30:00-04:00,46,46.0,4499.9325182491675
2021-04-29,2021,2021-04-29 08:53:00-04:00,72.19135327136428,TP,2021-04-29 09:34:00-04:00,41,41.0,4572.123871520532
2021-05-04,2021,2021-05-03 20:20:00-04:00,-81.2109375,SL,2021-05-04 07:39:00-04:00,679,679.0,4490.912934020532
2021-05-06,2021,2021-05-06 10:21:00-04:00,229.172299812255,TP,2021-05-06 11:41:00-04:00,80,80.0,4720.085233832787
2021-05-07,2021,2021-05-07 08:30:00-04:00,-37.1875,SL,2021-05-07 08:31:00-04:00,1,1.0,4682.897733832787
2021-05-10,2021,2021-05-10 10:30:00-04:00,-159.6427612631469,cutoff,2021-05-10 15:00:00-04:00,270,270.0,4523.25497256964
2021-05-11,2021,2021-05-10 20:54:00-04:00,-52.5,SL,2021-05-10 20:56:00-04:00,2,2.0,4470.75497256964
2021-05-13,2021,2021-05-13 04:50:00-04:00,302.8891333445863,TP,2021-05-13 08:45:00-04:00,235,235.0,4773.644105914226
2021-05-19,2021,2021-05-18 20:07:00-04:00,0.0,BE,2021-05-18 22:21:00-04:00,134,134.0,4773.644105914226
2021-05-19,2021,2021-05-19 02:35:00-04:00,66.73504505211531,TP,2021-05-19 02:42:00-04:00,7,7.0,4840.3791509663415
2021-05-19,2021,2021-05-19 04:46:00-04:00,0.0,BE,2021-05-19 05:54:00-04:00,68,68.0,4840.3791509663415
2021-05-21,2021,2021-05-20 20:09:00-04:00,53.45241693104981,TP,2021-05-21 10:19:00-04:00,850,850.0,4893.831567897391
2021-05-21,2021,2021-05-21 09:28:00-04:00,84.58949043949269,TP,2021-05-21 09:41:00-04:00,13,13.0,4978.421058336884
2021-05-25,2021,2021-05-25 02:14:00-04:00,65.20751996814579,TP,2021-05-25 09:52:00-04:00,458,458.0,5043.62857830503
2021-06-03,2021,2021-06-03 06:58:00-04:00,-77.65625,SL,2021-06-03 09:44:00-04:00,166,166.0,4965.97232830503
2021-06-04,2021,2021-06-04 10:01:00-04:00,-86.48721991859566,cutoff,2021-06-04 15:00:00-04:00,299,299.0,4879.485108386434
2021-06-08,2021,2021-06-07 19:24:00-04:00,-0.0,BE,2021-06-07 20:11:00-04:00,47,47.0,4879.485108386434
2021-06-08,2021,2021-06-07 19:24:00-04:00,-0.0,BE,2021-06-07 20:10:00-04:00,46,46.0,4879.485108386434
2021-06-08,2021,2021-06-07 21:01:00-04:00,80.7642689294762,TP,2021-06-08 03:14:00-04:00,373,373.0,4960.24937731591
2021-06-08,2021,2021-06-07 21:13:00-04:00,83.0003798523303,TP,2021-06-08 03:05:00-04:00,352,352.0,5043.249757168241
2021-06-08,2021,2021-06-08 07:42:00-04:00,189.22595708202243,TP,2021-06-08 11:21:00-04:00,219,219.0,5232.475714250263
2021-06-08,2021,2021-06-08 07:53:00-04:00,134.65243830722284,TP,2021-06-08 11:21:00-04:00,208,208.0,5367.128152557486
2021-06-10,2021,2021-06-10 09:46:00-04:00,-26.49662121053916,cutoff,2021-06-10 15:00:00-04:00,314,314.0,5340.631531346947
2021-06-14,2021,2021-06-14 06:38:00-04:00,20.727542839900707,TP,2021-06-14 08:48:00-04:00,130,130.0,5361.3590741868475
2021-06-15,2021,2021-06-14 21:15:00-04:00,-0.0,BE,2021-06-15 03:07:00-04:00,352,352.0,5361.3590741868475
2021-06-18,2021,2021-06-17 21:45:00-04:00,-0.0,BE,2021-06-18 01:53:00-04:00,248,248.0,5361.3590741868475
2021-06-23,2021,2021-06-22 20:10:00-04:00,-31.9921875,SL,2021-06-23 01:57:00-04:00,347,347.0,5329.3668866868475
2021-07-02,2021,2021-07-02 09:01:00-04:00,-69.45242774383041,cutoff,2021-07-02 15:00:00-04:00,359,359.0,5259.914458943017
2021-07-06,2021,2021-07-06 09:32:00-04:00,44.72071956764921,TP,2021-07-06 10:34:00-04:00,62,62.0,5304.635178510666
2021-07-07,2021,2021-07-07 03:06:00-04:00,-68.90625,SL,2021-07-07 09:27:00-04:00,381,381.0,5235.728928510666
2021-07-08,2021,2021-07-08 03:46:00-04:00,70.95509120209135,TP,2021-07-08 13:26:00-04:00,580,580.0,5306.684019712758
2021-07-08,2021,2021-07-08 05:22:00-04:00,110.14199238234869,TP,2021-07-08 13:09:00-04:00,467,467.0,5416.826012095106
2021-07-08,2021,2021-07-08 06:15:00-04:00,0.0,BE,2021-07-08 09:27:00-04:00,192,192.0,5416.826012095106
2021-07-12,2021,2021-07-12 08:20:00-04:00,44.27651806743597,TP,2021-07-12 09:41:00-04:00,81,81.0,5461.102530162542
2021-07-12,2021,2021-07-12 09:32:00-04:00,63.39199238234869,TP,2021-07-12 09:41:00-04:00,9,9.0,5524.494522544891
2021-07-15,2021,2021-07-15 09:38:00-04:00,77.7471368214683,TP,2021-07-15 09:56:00-04:00,18,18.0,5602.241659366359
2021-07-19,2021,2021-07-18 19:34:00-04:00,0.0,BE,2021-07-19 04:47:00-04:00,553,553.0,5602.241659366359
2021-07-19,2021,2021-07-19 07:44:00-04:00,-40.09848193256403,cutoff,2021-07-19 15:00:00-04:00,436,436.0,5562.143177433795
2021-07-22,2021,2021-07-22 09:42:00-04:00,-39.13317091092904,cutoff,2021-07-22 15:00:00-04:00,318,318.0,5523.010006522866
2021-07-23,2021,2021-07-23 05:39:00-04:00,35.19109433464655,TP,2021-07-23 07:39:00-04:00,120,120.0,5558.201100857513
2021-07-23,2021,2021-07-23 10:38:00-04:00,-83.4594381832685,cutoff,2021-07-23 15:00:00-04:00,262,262.0,5474.741662674244
2021-07-26,2021,2021-07-25 19:21:00-04:00,32.9971368214683,TP,2021-07-25 21:09:00-04:00,108,108.0,5507.738799495713
2021-07-27,2021,2021-07-27 10:36:00-04:00,9.004106256114028,cutoff,2021-07-27 15:00:00-04:00,264,264.0,5516.742905751827
2021-07-30,2021,2021-07-29 20:47:00-04:00,0.0,BE,2021-07-30 01:00:00-04:00,253,253.0,5516.742905751827
2021-08-12,2021,2021-08-12 09:36:00-04:00,78.07742265170964,TP,2021-08-12 10:34:00-04:00,58,58.0,5594.820328403536
2021-08-12,2021,2021-08-12 09:45:00-04:00,79.45618360155277,TP,2021-08-12 10:31:00-04:00,46,46.0,5674.276512005089
2021-08-16,2021,2021-08-16 10:28:00-04:00,146.37526346793857,cutoff,2021-08-16 15:00:00-04:00,272,272.0,5820.651775473028
2021-08-19,2021,2021-08-19 02:58:00-04:00,59.41992936119641,TP,2021-08-19 06:08:00-04:00,190,190.0,5880.071704834224
2021-08-19,2021,2021-08-19 02:58:00-04:00,0.0,BE,2021-08-19 07:08:00-04:00,250,250.0,5880.071704834224
2021-08-20,2021,2021-08-20 09:46:00-04:00,-48.98317570533436,cutoff,2021-08-20 15:00:00-04:00,314,314.0,5831.08852912889
2021-08-23,2021,2021-08-23 01:11:00-04:00,10.721444576327485,TP,2021-08-23 01:22:00-04:00,11,11.0,5841.809973705217
